StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q30,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q31,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q20,Q18,Q19,Q19_6_TEXT,Q26,Q21,Q22,Q21,Q25,Q25_17_TEXT,Q23,Q24,Q25,Q16_1,Q16_2,Q16_3
2020-10-08 16:00:14,2020-10-08 16:08:23,IP Address,24.0.205.96,100,489,True,2020-10-08 16:08:23,R_1FEebPRbKrQ7PCQ,,,,,40.7642974853515625,-74.14800262451171875,anonymous,EN,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,True,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,True,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,18-24 years old,Female,Hispanic or Latino,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Hip hop,Musical theater,R&B",,$100 to $250,$50 to $100,$0,,2,2
2020-10-08 16:02:07,2020-10-08 16:09:46,IP Address,68.196.16.242,100,458,True,2020-10-08 16:09:46,R_3DhcG1BiNpay2cz,,,,,41.00689697265625,-74.0426025390625,anonymous,EN,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,True,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,False,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Folk,Musical theater,Country,R&B",,"$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25","$0,Less than $25",2,-1,2
2020-10-08 15:34:04,2020-10-08 16:16:21,IP Address,74.90.46.163,100,2537,True,2020-10-08 16:16:21,R_AuR1Sx0BkgbVI1r,,,,,40.91009521484375,-74.14150238037109375,anonymous,EN,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Strongly Disagree,False,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,False,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,18-24 years old,Female,"Hispanic or Latino,Black or African American",,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",Yes,"Hip hop,R&B",,"Less than $25,$25 to $50,$50 to $100,$100 to $250",$0,$0,2,-1,2
2020-10-08 16:15:39,2020-10-08 16:22:56,IP Address,174.198.210.57,100,437,True,2020-10-08 16:22:56,R_1IWOIJ7Vu6dNzk9,,,,,40.1443023681640625,-74.7003021240234375,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,False,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,False,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,35-44 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",No,Rock,,More than $500,$25 to $50,Less than $25,1,2,2
2020-10-08 16:31:12,2020-10-08 16:39:59,IP Address,149.151.79.151,100,527,True,2020-10-08 16:39:59,R_29gmcE46TDXQPPO,,,,,40.945098876953125,-74.2530975341796875,anonymous,EN,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,True,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,True,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,18-24 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Rock,Blues,Heavy metal,Country,Other",Ska and reggae,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250,$250 to $500","$0,Less than $25","$0,Less than $25,$25 to $50",2,2,2
2020-10-01 17:45:45,2020-10-01 17:46:29,IP Address,100.8.192.74,12,43,False,2020-10-08 17:46:37,R_2QfwXvvExcGyGEE,,,,,,,anonymous,EN,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 17:35:07,2020-10-08 17:48:33,IP Address,174.62.164.60,100,806,True,2020-10-08 17:48:34,R_24NtHWlND6jgZuW,,,,,41.3907928466796875,-73.44830322265625,anonymous,EN,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Strongly Disagree,False,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,False,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,35-44 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$50,000 to $74,999",No,"Pop,Rock,Hip hop,Folk,Musical theater,Classical,Country",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25","$0,Less than $25",-2,2,2
2020-10-01 17:51:54,2020-10-01 17:52:00,IP Address,73.248.55.178,4,6,False,2020-10-08 17:52:03,R_2CIKGrUqXT99PFf,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 18:21:30,2020-10-08 18:28:54,IP Address,71.172.101.79,100,444,True,2020-10-08 18:28:54,R_3QVnpe8O1ZhpPQk,,,,,40.924102783203125,-74.51399993896484375,anonymous,EN,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,False,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,False,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,35-44 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$100,000 to $149,999",No,"Rock,Other",Bluegrass,$100 to $250,$50 to $100,$25 to $50,-2,-1,2
2020-10-08 15:34:03,2020-10-08 18:37:24,IP Address,149.151.73.208,100,11001,True,2020-10-08 18:37:25,R_3KCHLvQiG23aGv6,,,,,40.945098876953125,-74.2530975341796875,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,False,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,False,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Hip hop,Classical,R&B",,More than $500,$100 to $250,"$0,Less than $25,$25 to $50",-1,2,2
2020-10-08 18:30:55,2020-10-08 18:43:56,IP Address,24.90.194.171,100,780,True,2020-10-08 18:43:56,R_PTla3eMo0lGlVtL,,,,,40.664306640625,-73.9763031005859375,anonymous,EN,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,True,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,False,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,35-44 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$35,000 to $49,999",No,"Rock,Hip hop,Jazz,Blues,Folk,Classical,Country,R&B,EDM,Other","Jazzloverock ","$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25,$25 to $50","$0,Less than $25",,2,2
2020-10-08 19:32:55,2020-10-08 19:42:52,IP Address,173.54.200.227,100,596,True,2020-10-08 19:42:52,R_2VONWhUOpXfZ9nd,,,,,40.7303924560546875,-74.27269744873046875,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,False,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,True,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,35-44 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",No,Other,Jam Bands,$250 to $500,Less than $25,$25 to $50,0,2,2
2020-10-08 20:01:17,2020-10-08 20:08:46,IP Address,100.35.51.39,100,448,True,2020-10-08 20:08:47,R_2CZoEUSAr8ysKGh,,,,,40.76190185546875,-74.4185028076171875,anonymous,EN,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,True,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Strongly Disagree,False,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Disagree,45-54 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",No,"Pop,Rock,Folk,Country",,$100 to $250,$50 to $100,$25 to $50,,2,2
2020-10-09 06:21:50,2020-10-09 06:31:43,IP Address,67.83.113.118,100,592,True,2020-10-09 06:31:44,R_3rGPO55DYJkeCfr,,,,,41.0287017822265625,-74.6428985595703125,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,False,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Strongly Agree,Neutral,False,Strongly Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,35-44 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$100,000 to $149,999",No,"Pop,Rock,Country",,$50 to $100,$25 to $50,"$0,Less than $25",-2,2,2
2020-10-09 07:01:35,2020-10-09 07:07:15,IP Address,173.2.91.96,100,339,True,2020-10-09 07:07:16,R_1JXRwQ7SVaPK0j6,,,,,40.8903961181640625,-74.441497802734375,anonymous,EN,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,False,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,False,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,35-44 years old,Male,White,,"Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV",Divorced,"$150,000 or more",No,"Pop,Rock,Blues,Folk,Heavy metal,Musical theater,Classical,Country",,$100 to $250,$0,$0,2,0,2
2020-10-09 08:14:34,2020-10-09 08:24:20,IP Address,99.109.21.157,100,585,True,2020-10-09 08:24:21,R_1H03A1BOfrayieD,,,,,34.1569976806640625,-77.91359710693359375,anonymous,EN,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,False,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,True,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,35-44 years old,Male,White,,"Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV",Married or domestic partnership,"$100,000 to $149,999",No,"Pop,Rock,Hip hop,Blues,Folk,Country",,"$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25","$0,Less than $25,$25 to $50",1,-1,1
2020-10-09 09:14:34,2020-10-09 09:23:22,IP Address,174.247.20.2,100,527,True,2020-10-09 09:23:22,R_1I4Pok01WJ90MRB,,,,,35.291595458984375,-80.820098876953125,anonymous,EN,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,,Neutral,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,35-44 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",No,"Pop,Rock,Hip hop,Jazz,Blues,Musical theater,Classical,Country",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250,$250 to $500","$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25,$25 to $50,$50 to $100",,2,2
2020-10-09 11:51:53,2020-10-09 12:00:59,IP Address,24.189.77.252,100,545,True,2020-10-09 12:00:59,R_10oek2XSaNd69gy,,,,,40.8903961181640625,-74.441497802734375,anonymous,EN,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,False,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,False,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,35-44 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Widowed,"$100,000 to $149,999",No,"Pop,Jazz,Classical,Country,R&B",,$50 to $100,$0,Less than $25,0,2,2
2020-10-09 12:03:57,2020-10-09 12:16:11,IP Address,108.53.70.193,100,733,True,2020-10-09 12:16:11,R_2saJ5QAKKmWjEzI,,,,,40.17120361328125,-74.0717010498046875,anonymous,EN,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,False,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,False,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Disagree,35-44 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$75,000 to $99,999",No,"Pop,Rock,Hip hop,Folk,Musical theater,Country,R&B",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25,$25 to $50","$0,Less than $25,$25 to $50",-2,2,2
